	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99
tvoc	6.957878239216364	6.957878239216363	6.957878239216363	6.957878239216363	6.957878239216362	6.957878239216362	6.957878239216362	6.957878239216364	6.957878239216362	6.957878239216362	6.957878239216362	6.957878239216364	6.957878239216362	6.957878239216362	6.957878239216362	6.957878239216364	6.957878239216362	6.957878239216362	6.957878239216362	6.957878239216364	6.957878239216362	6.957878239216362	6.957878239216362	6.957878239216364	6.957878239216362	6.957878239216362	6.957878239216362	6.957878239216364	6.957878239216362	6.957878239216362	6.957878239216362	6.957878239216364	6.957878239216362	6.957878239216362	6.957878239216362	6.957878239216364	6.957878239216362	6.957878239216362	6.957878239216362	6.957878239216364	6.957878239216362	6.957878239216362	6.957878239216362	6.957878239216364	6.957878239216362	6.957878239216362	6.957878239216362	6.957878239216364	6.957878239216362	6.957878239216362	6.957878239216362	6.957878239216364	6.957878239216362	6.957878239216362	6.957878239216362	6.957878239216364	6.957878239216362	6.957878239216362	6.957878239216362	6.957878239216364	6.957878239216362	6.957878239216362	6.957878239216362	6.957878239216364	6.957878239216362	6.957878239216362	6.957878239216362	6.957878239216364	6.957878239216362	6.957878239216362	6.957878239216362	6.957878239216364	6.957878239216362	6.957878239216362	6.957878239216362	6.957878239216364	6.957878239216362	6.957878239216362	6.957878239216362	6.957878239216364	6.957878239216362	6.957878239216362	6.957878239216362	6.957878239216364	6.957878239216362	6.957878239216362	6.957878239216362	6.957878239216364	6.957878239216362	6.957878239216362	6.957878239216362	6.957878239216364	6.957878239216362	6.957878239216362	6.957878239216362	6.957878239216364	6.957878239216362	6.957878239216362	6.957878239216362	6.957878239216364
lux	27.50382923076923	28.52244888888889	29.45636142857143	30.33036827586207	31.134956000000003	31.985772	33.684684	35.386044	37.146156000000005	38.803996	40.513788000000005	42.235276	44.03102	45.82724	47.612852	49.374324	51.176596	52.933648	54.67472	54.50608	54.543344	54.51832	54.47588799999999	54.38939200000001	54.343696	54.314048	54.273248	54.137248	54.0124	53.96044800000001	53.824448	51.990896000000006	50.168496000000005	48.341744	46.52614400000001	44.68144	42.84353599999999	41.027936	39.19438400000001	37.371984000000005	35.545232000000006	33.729632	31.884928	30.062528	28.217824	26.384272000000003	24.55752	22.76912	21.003568000000005	19.249168	17.426768	15.672912	13.925312	12.189408000000002	10.412704	8.619952000000001	6.838352000000001	5.1519520000000005	3.468000000000001	1.6975520000000004	0.0	0.0	0.0	1.716048	3.5044480000000005	4.407012	4.475012	4.543012	4.6023760000000005	6.462856	8.185160000000002	9.937112	11.679816	13.445368	14.295368	15.990472	17.681224	19.367624	21.031176	22.663176000000004	24.319928	25.960632	27.590184000000004	29.219736	30.838136	32.456536	34.097240000000006	35.74964	37.311192000000005	38.895592	40.479448000000005	42.029848	43.295464	42.924728	43.003336	43.934324	45.72218	47.498884	49.28422400000001	49.239344
no2	8.595847205266667	8.502900331000001	8.418906221235295	8.331140497888889	8.236296949715792	8.146557178600002	8.054773644580953	7.988488778309091	7.931483996269566	7.875298325	7.831694727912001	7.795074134661539	7.756174066540741	7.722700176657144	7.690605265331035	7.662896464893334	7.4984563151333345	7.348393446226668	7.213381793213334	7.098588191400001	7.018614566653334	6.951445707666667	6.906516705000001	6.873943178066667	6.842043586173334	6.813962959506668	6.788128782973334	6.771954342013334	6.750613065746667	6.73398933476	6.719387408893335	6.697372197586668	6.655363580093335	6.63087727364	6.635819463933333	6.646377779560001	6.673335181160001	6.686589236946668	6.701415807826668	6.718488828840001	6.728822499453334	6.737583654973334	6.755105966013334	6.769707891880001	6.769707891880001	6.751736290813335	6.7387068800400005	6.746569455506668	6.769258601853334	6.798911743613334	6.827217015293334	6.851927966760002	6.874392468093334	6.890342264040001	6.905842769960001	6.920669340840001	6.930553721426668	6.919096825746667	6.900675934653335	6.882030398546667	6.880682528466668	6.906516705000001	6.956612542973335	6.997947225426668	7.026252497106668	7.0543331237733335	7.069159694653334	7.087580585746667	7.09926212644	7.103305736680001	7.111842247186668	7.113414762280001	7.105552186813335	7.092298131026667	7.099711416466668	7.128690623186668	7.164409180306667	7.187547616680002	7.198330577320002	7.199229157373335	7.192714451986668	7.19091729188	7.186199746600001	7.179460396200001	7.17541678596	7.17002530564	7.16867743556	7.185750456573334	7.220795078653334	7.256064345746668	7.274934526866668	7.279427427133333	7.274485236840001	7.275608461906668	7.265274791293334	7.256288990760001	7.255615055720001	7.249774285373334	7.245281385106668	7.233599844413334
co	14.942318181818182	14.629247826086958	14.324525	14.022596	13.72746923076923	13.433766666666669	13.149275	12.88726551724138	12.64834	11.61896	10.829223333333331	10.19377	9.638133333333334	9.147926666666669	8.702523333333334	8.29865	7.913246666666667	7.549313333333333	7.215346666666666	6.897993333333333	6.633306666666667	6.407813333333333	6.193526666666667	6.005286666666666	5.82537	5.650456666666667	5.47821	5.2979666666666665	5.124313333333333	4.95609	4.79433	4.617999999999999	4.42879	4.270213333333333	4.144033333333334	4.039206666666667	3.94227	3.8516966666666663	3.750363333333333	3.64812	3.5504933333333333	3.4511266666666667	3.35381	3.2455866666666666	3.1373733333333336	3.0304133333333336	2.925933333333333	2.85715	2.80013	2.75661	2.7034366666666667	2.6370033333333334	2.576186666666666	2.50739	2.4413666666666667	2.3643266666666665	2.29954	2.2285633333333337	2.13608	2.064356666666667	2.0152	1.9872766666666664	1.99275	1.97711	1.94732	1.9153133333333332	1.8845033333333332	1.8375366666666664	1.7912833333333331	1.7468	1.7004233333333334	1.651776666666667	1.5933333333333333	1.543653333333333	1.51499	1.4956333333333334	1.47861	1.4504666666666666	1.4153633333333333	1.3765566666666664	1.3377066666666666	1.3006633333333333	1.2621866666666668	1.2272066666666668	1.1919633333333337	1.1637533333333334	1.1318966666666668	1.1145699999999998	1.11726	1.1036666666666666	1.0712366666666668	1.04442	1.0020166666666668	0.96527	0.9280833333333331	0.8933066666666666	0.8589566666666666	0.8256999999999999	0.7926733333333333	0.7489533333333334
co2	1158.0228232311283	1162.0936012792845	1166.5304196919462	1169.1429330374303	1171.3492799786816	1173.6268689245676	1173.7155900935506	1176.4917524691054	1179.1670205779794	1182.1627953632294	1185.7965598630483	1190.0123861175582	1194.9141789979597	1199.9497502467927	1204.9008743389393	1209.562739960332	1211.7519109413813	1212.971696764022	1211.500975211009	1208.258694768641	1203.290124261884	1201.296713745333	1201.1021506628206	1203.36928335304	1205.2513479776242	1207.1528746041115	1207.1037311800033	1203.774178363126	1200.1314792877265	1195.0278527706316	1192.188779822059	1188.1898373114211	1181.9971678687402	1176.4453473145716	1170.515873819704	1165.0443020394664	1159.879246670975	1154.3067514698114	1148.6387039171034	1143.0441482133415	1137.2537744225745	1131.1238937910653	1124.5343901440106	1117.609100252345	1110.2467698802102	1101.9274308410963	1095.053272007056	1087.9839556868997	1082.900450057642	1078.97244822803	1076.6494767556223	1072.5533900716705	1067.3772403125408	1061.604148472144	1055.2428712851674	1048.4619539000275	1043.0124611439087	1040.138589688672	1037.034387008374	1035.2467203987335	1030.2211403096142	1025.4913706790412	1022.2049296160022	1019.791751994575	1018.2144173125088	1018.2389951984034	1018.7315740008424	1019.0723000035064	1019.0810673709176	1018.5707322613948	1017.8616272833224	1016.1493929948668	1015.8037051112236	1014.6058190998436	1013.3231365953256	1012.778771450734	1012.4629735278936	1012.7415289608724	1012.9881438606612	1013.35341259263	1013.8177196663512	1014.240172391665	1014.7630239329928	1014.9669990347188	1015.118539026596	1015.4008121402812	1015.9146335830028	1016.6693051023306	1017.8925920067876	1018.8190931574594	1020.046826941735	1021.7904164490412	1024.1290785645365	1026.5451186183225	1028.8213505198578	1030.9660046839624	1033.4837174227666	1037.199374309945	1041.2328378474342	1043.8695803366818
pm1_number	11.898353588515889	11.854705890933175	11.824241686201452	11.862341982604564	11.899838863420532	11.908711924701423	11.797130149567332	11.774722339423615	11.702419323684865	11.63045932927722	11.634855749567445	11.725604564273084	11.858313668874716	11.89670514231202	11.97112128431357	12.031077493025458	12.05873851851449	12.078675013335776	12.02583398053742	12.094068496316538	12.268317094970282	12.288134092082576	12.304067773832122	12.3168488785063	12.28142171061938	12.2666478046669	12.330721738126323	12.248251328305088	12.430082306521111	12.397705870588682	12.366595900936662	12.433172334440965	12.53666062844173	12.439513802270596	12.433105968899016	12.447845939874016	12.520184200885447	12.60441757422622	12.570763891650614	12.662222824176231	12.702647613401403	12.755943171529225	12.77818712349532	12.88056139890593	12.90158475553943	12.808902592683635	12.839730174763265	12.86184258537531	12.950679729430322	12.994152815038117	12.834536354159098	12.84396298634758	13.076814027498562	13.021726725611446	13.119046645721502	13.156118070297373	13.202110227241308	13.340663673825391	13.178636291010225	13.187686091246835	13.22702187653946	13.385479347191913	13.285748270081172	13.384494516277387	13.50763649896053	13.5849267492183	13.660395115135804	13.697818448756928	13.938498254255498	13.972363792153145	14.039791734793647	14.087429125840025	14.127760291136765	14.02577397078004	14.123747578056848	14.264379252161667	14.369332605575623	14.37486013061442	14.396463701582844	14.373825799659013	14.533298704353282	14.51557120648519	14.322734693397912	14.459537090442891	14.46510341250362	14.624786689338558	14.802033845478146	14.869213808685892	14.967879862237748	15.06879265121606	15.35750231681219	15.21504917693363	15.380690787642047	15.566586715584998	15.563978325792736	15.567288139050364	15.380292611072369	15.318296111222178	15.237715159969811	15.208973488229764
pm2p5_number	12.028119622869438	11.978171094434506	11.945301173297626	11.993641668193984	11.992502193628628	12.000994622423509	11.920333408953512	11.866553458632843	11.788206311677891	11.712566565308467	11.747267816162912	11.9096656488579	12.095543069221565	12.152396871089207	12.247423138406829	12.289859306228289	12.323560010088976	12.357833706721596	12.310014885253173	12.41779217048145	12.623827663999272	12.657158265818822	12.659837539137584	12.699176425712796	12.665720120359063	12.610651917383873	12.685589636127656	12.65007683397768	12.854417502699713	12.78349762855134	12.722574151872646	12.8172640780086	12.895586013328098	12.805774476154005	12.878283212393727	12.933083543559034	13.01170889639098	13.061136890534977	13.041678798541405	13.148138485852858	13.159498166246022	13.149361405692114	13.140304911247693	13.271376936607815	13.252686222496616	13.136571400296768	13.195266128285926	13.18517139584517	13.332480330702994	13.367900509961183	13.15427115731221	13.167132972119596	13.404919391203045	13.33937069712558	13.43054841541301	13.476982992225755	13.532286256711126	13.64120719323407	13.47009126246211	13.541521863357804	13.605829082785784	13.74876752119126	13.700101509703602	13.740994384163947	13.851357947734645	13.907526489036876	14.010857843483272	14.121613127789086	14.359649233049833	14.380779609654562	14.482190563044211	14.550479758697971	14.56110049660805	14.433090575969254	14.529427883213431	14.716295458365536	14.744638214412271	14.788267232989956	14.774156158826557	14.718560092866175	14.869513244195746	14.852675296052844	14.6230104508333	14.779653350564164	14.823588745889264	14.976202533839306	15.082819572220416	15.24381632924747	15.284076247184457	15.3420695870683	15.651492762238815	15.511791293760565	15.649891333573024	15.947859888650852	15.92727171772811	15.89185325936098	15.646748631848975	15.52666524009494	15.44452293824332	15.402292536087216
pm10_number	30.140251442102286	30.027190727657743	29.953591636249	30.064924440712765	30.04457808494568	30.0631308778127	29.89951926867167	29.7664368724823	29.59086664835612	29.422358417510985	29.51287354787191	29.9040837319692	30.33854372342428	30.47244616508484	30.691522375742597	30.777020874023435	30.85412939707438	30.936331475575763	30.83319383303325	31.089128977457683	31.55817490259806	31.63791697502136	31.637707783381146	31.736720860799156	31.663848752975465	31.52380710601807	31.694083058039347	31.63744030316671	32.09846640268962	31.924274918238325	31.776158126195277	31.99795601844788	32.159064833323164	31.964387480417887	32.16071799914042	32.300060993830364	32.47635688463847	32.56929618835449	32.53293714205424	32.774638633728024	32.78627472241719	32.73464138348898	32.7002215162913	33.002523225148515	32.942973413467406	32.6760873858134	32.818390668233235	32.78126266479492	33.13311477343241	33.207510544459026	32.71145884195963	32.741408824920654	33.26808166503906	33.118697255452474	33.31693810780843	33.423662904103594	33.54992196083069	33.776449836095175	33.39488970120748	33.58121015548706	33.73455418904622	34.04261585871379	33.958861929575605	34.02234032313029	34.25982904116313	34.37394941329956	34.61468877156575	34.89278738339742	35.416512641906735	35.45723367373149	35.69656277656555	35.856694510777785	35.86640313148499	35.57208866755168	35.78378785451253	36.21723162651063	36.24437518755595	36.35817763328552	36.31057335853576	36.172753721872965	36.50172109921774	36.46499863306681	35.94151551882426	36.29612088521322	36.41072251001994	36.74402149518331	36.94654523531596	37.344897591273	37.40672490119934	37.51480832417806	38.20674589157104	37.89992970148722	38.19177198092143	38.90061715761821	38.84691468874613	38.750929787953694	38.18357441266378	37.89194101015726	37.71007041613261	37.61071285883586
pm1_mass	0.8415091150643433	0.8384454972345017	0.8364364120145397	0.8394180761253802	0.8391932205241831	0.8397082623652048	0.8349263123188868	0.8315287060650668	0.8267387004755484	0.8221228982402347	0.8243556966666927	0.8345224231787568	0.8460429572726004	0.8495755670084618	0.8554387636110412	0.8579495228398212	0.8600237716780712	0.862166278885945	0.8592777913029056	0.8659928242294005	0.8786534485898057	0.8807352731279537	0.8808448863535783	0.8833446948789904	0.8813175611278923	0.8778056731619868	0.882407693583256	0.8804365770947252	0.8929567585172737	0.888487699296678	0.884661842573231	0.8905347893031416	0.8951976129268326	0.8897641178491765	0.8944923584381466	0.8979870110203352	0.9027949172988609	0.9056613841741892	0.9045349427837862	0.9110710263591738	0.911644996547323	0.910773032406905	0.9100961360943212	0.9181844714024936	0.9168876769296948	0.90973034971488	0.9134128020033296	0.9126691028634022	0.9218649580402168	0.92398706381357	0.910775044951009	0.9115712292176285	0.9260550857743768	0.92202579757369	0.9275471958268872	0.930409396284675	0.9338108485872604	0.9403169572647774	0.9298717891393082	0.934467880583652	0.9384800693298304	0.947112200389482	0.9443575409627272	0.9466120512868502	0.9532737654754888	0.9566053343285752	0.9630029101757288	0.9700351161818987	0.984503651801256	0.9857376936972194	0.9920430947604671	0.9962801068980356	0.9968065317764896	0.9889152227325122	0.994768608325552	1.0063214622500751	1.0077370628100657	1.010544303525729	1.0095421781503693	1.006027716063572	1.0151755423922264	1.014154911288917	1.0000366746533171	1.0096447699505375	1.012471724448493	1.0217264025723114	1.027927322551365	1.038098068872833	1.040311851726835	1.0436666635067668	1.06257153671106	1.0540849030442934	1.0623743268324586	1.080950240179102	1.0796255254949902	1.077315187857271	1.0621721102720068	1.0546338716719756	1.0496310616484466	1.0470079811674835
pm2p5_mass	14.322395991144075	14.218431901568666	14.162419111674556	14.292551411906503	14.015901546114645	14.023232169094404	14.148168301066251	13.86102856679286	13.72531030713251	13.609641139926923	13.866613960024353	14.569193732183946	15.167855964351729	15.366642291682131	15.625874137848877	15.551219308869651	15.634108381302728	15.776798749292343	15.756035400333875	16.1652504380144	16.635398439231828	16.771104829109643	16.679829360995463	16.91558702189738	16.890065909462002	16.537828038151726	16.7038564882501	16.996455282690757	17.398494300932306	17.03998651210977	16.755504905878603	17.067804324490467	16.981103399236197	16.927162350440973	17.57522671798441	17.925481019537227	18.063259472595664	17.873706670699168	17.95184636837173	18.18462978224941	17.990960727636722	17.526988147804143	17.293247807429413	17.652734674988096	17.347650235626187	17.043367767597708	17.31134488074207	17.069916105982777	17.660758190872276	17.645264226673316	17.007765291706743	17.04745267564905	17.36381837132478	17.21176019816078	17.275818104225973	17.397447012387836	17.529193049071583	17.446853944903705	17.179737423643846	17.708701654046973	17.9626826811403	18.021136738797946	18.32744830169566	17.963574411739124	18.003034853275526	17.918955914258422	18.23968945381752	18.89318990046386	19.155846668652423	19.090090816064947	19.45216144343461	19.68007200767893	19.48093096322474	19.144119855964977	19.246386014345266	19.796822495496983	19.28445302981077	19.607538474101503	19.336367510398038	19.035778810193783	19.153584166540156	19.140010510126064	18.605996709472	18.932610699036324	19.25796498972005	19.38806787276679	19.01087712158142	19.869755879501664	19.501194651100445	19.26395459350205	19.777462573767693	19.63186293865517	19.59892930023359	20.749868060912508	20.59740660648695	20.27956450677262	19.57565644416217	19.01975305160742	18.91148869980141	18.76543466248918
